id,digit,anio,mes,fecha,municipio,zona,calles,inmueble,oferta,sup lote,sup constr,dormitorios,banios,garaje,nueva,costo total,repetidos,especiales,observaciones,s_mun,s_ofer,s_inm,s_dorm,s_ban,s_neo,s_lot,s_const,S_PRECIO,SL,SC,PRECIO,PLOTE,PCONST,PCOMT,PLTMT,base
362,rld,2012,10,7,Quillacollo,quillacollo,av blanco galindo km 6,Casa,Dueño,,,7,,,0,180000,,0,,qllo,dueno,cas,5+,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
363,rld,2012,10,7,Tiquipaya,,ciudad del niño,Casa,Dueño,,,9,,,0,66000,,0,,tiq,dueno,cas,5+,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
364,rld,2012,10,7,Cochabamba,noroeste,av juan de la rosa,Casa,Dueño,380,,4,,,1,,,0,,cb,dueno,cas,4,ne,nueva,301-430,ne,ne,1,0,0,0,0,,,1.00
365,rld,2012,10,7,Colcapirhua,colcapirhua,urb copesa av pantaleon dalence,Casa en Urb.,Dueño,843,,,,,2,136500,,0,,colc,dueno,casurb,NE,ne,no-nueva,697-max,ne,130-194,1,0,1,1,0,,,1.00
366,rld,2012,10,7,Cochabamba,norte,av circunvalacion,Casa,Inmobiliaria,500,,6,,,0,146000,,0,,cb,otro,cas,5+,ne,ne,431-696,ne,130-194,1,0,1,1,0,,,1.00
367,rld,2012,10,7,Cochabamba,sud,cerca transito,Casa,Inmobiliaria,,,,,,0,148000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
369,rld,2012,10,7,Sacaba,sacaba,urb bella vista,Casa,Inmobiliaria,3000,,,,,0,89000,,0,,sac,otro,cas,NE,ne,ne,697-max,ne,82-130,1,0,1,1,0,,,1.00
370,rld,2012,10,7,Cochabamba,noroeste,av beijing y av arquimedes,Casa,Dueño,,,4,,,0,110000,,0,,cb,dueno,cas,4,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
372,rld,2012,10,7,Cochabamba,norte,av america y av gabriel rene moreno,Casa,Dueño,,,3,,,1,125000,,0,,cb,dueno,cas,3,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
373,rld,2012,10,7,Cochabamba,chiquicollo,,Casa en Urb.,Dueño,,,3,,,1,160000,,0,,cb,dueno,casurb,3,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
374,rld,2012,10,7,Cochabamba,sud,av petrolera barro universitario B,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
376,rld,2012,10,7,Sacaba,sacaba,pacata baja señor de mayo,Casa,Dueño,,,,,,0,19000,,0,,sac,dueno,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
377,rld,2012,10,7,Quillacollo,quillacollo,piñami urb asaana,Casa,Dueño,,,,,,0,,,0,,qllo,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
379,rld,2012,10,7,Cochabamba,noroeste,dorbigni cerca seminario,Casa,Dueño,318,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
380,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
381,rld,2012,10,7,Colcapirhua,colcapirhua,av cap victor ustariz,Casa,Dueño,174,,,,,0,105000,,0,,colc,dueno,cas,NE,ne,ne,144-300,ne,82-130,1,0,1,1,0,,,1.00
382,rld,2012,10,7,Cochabamba,norte,villa buch norte,Casa,Dueño,,,,,,0,130000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
383,rld,2012,10,7,Cochabamba,noreste,condominio prox templo mormon,Casa,Dueño,,,4,,,0,,,0,,cb,dueno,cas,4,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
384,rld,2012,10,7,Cochabamba,norte,hipodromo,Casa,Dueño,460,,3,,,0,,,0,,cb,dueno,cas,3,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
385,rld,2012,10,7,Cochabamba,sud,km av petrolera,Casa,Dueño,,,,,,1,36000,,0,,cb,dueno,cas,NE,ne,nueva,ne,ne,11-82,0,0,1,0,0,,,1.00
386,rld,2012,10,7,Sacaba,sacaba,pacata baja,Casa,Dueño,,,,,,1,73000,,0,,sac,dueno,cas,NE,ne,nueva,ne,ne,11-82,0,0,1,0,0,,,1.00
387,rld,2012,10,7,Cochabamba,chiquicollo,prox col isaac attie,Casa,Inmobiliaria,,,,,,0,98000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
388,rld,2012,10,7,Cochabamba,chiquicollo,prox col isaac attie,Casa,Inmobiliaria,,,,,,0,150000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
389,rld,2012,10,7,Cochabamba,norte,av circunvalacion,Casa,Dueño,,,,,,0,112000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
390,rld,2012,10,7,Sacaba,sacaba,puntiti chico,Casa,Dueño,,,3,,,0,35000,,0,,sac,dueno,cas,3,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
391,rld,2012,10,7,Cochabamba,sudeste,huayra khasa prox av suecia,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
392,rld,2012,10,7,Cochabamba,norte,stadium,Casa,Dueño,490,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
393,rld,2012,10,7,Tiquipaya,tiquipaya,cerca fabrica,Casa,Inmobiliaria,458,,,,,0,,,0,,tiq,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
394,rld,2012,10,7,Cochabamba,norte,temporal prox av robles,Casa,Dueño,,,4,5,1,0,187000,,0,,cb,dueno,cas,4,3+,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
395,rld,2012,10,7,Cochabamba,norte,cala cala,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
396,rld,2012,10,7,Cochabamba,norte,av america,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
397,rld,2012,10,7,Sacaba,sacaba,,Casa,Dueño,,,,,,1,,,0,,sac,dueno,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
398,rld,2012,10,7,Colcapirhua,colcapirhua,km6 av blanco galindo,Casa,Dueño,,,,,,0,,,0,,colc,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
399,rld,2012,10,7,Cochabamba,norte,villa moscu,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
400,rld,2012,10,7,Cochabamba,norte,temporal de cala cala en condominio,Casa en Urb.,Dueño,,,3,4,1,1,,,0,,cb,dueno,casurb,3,3+,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
401,rld,2012,10,7,Tiquipaya,tiquipaya,chilimarca,Casa,Dueño,250,,,,,0,,,0,,tiq,dueno,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
402,rld,2012,10,7,Tiquipaya,tiquipaya,chilimarca,Casa,Dueño,496,,5,,,1,53000,,0,,tiq,dueno,cas,5+,ne,nueva,431-696,ne,11-82,1,0,1,1,0,,,1.00
403,rld,2012,10,7,Sacaba,sacaba,cerca el castillo urb los pino,Casa en Urb.,Inmobiliaria,,,,,,1,,,0,con financiamiento,sac,otro,casurb,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
404,rld,2012,10,7,Cochabamba,sudeste,av siglo XX,Casa,Inmobiliaria,275,,,,,0,49000,,0,,cb,otro,cas,NE,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
405,rld,2012,10,7,Cochabamba,sud,av petrolera cerca arco,Casa,Inmobiliaria,,,,,,0,35000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
406,rld,2012,10,7,Cochabamba,norte,av melchor perez y america,Casa,Dueño,,,,,,0,,,0,con financiamiento,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
407,rld,2012,10,7,Cochabamba,noreste,ingavi av rafael pavon,Casa,Dueño,300,,,,,0,,,0,con agencia de cerveza,cb,dueno,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
408,rld,2012,10,7,Sacaba,sacaba,el abra,Casa,Dueño,,,,,,1,43000,,0,,sac,dueno,cas,NE,ne,nueva,ne,ne,11-82,0,0,1,0,0,,,1.00
409,rld,2012,10,7,Cochabamba,chimba,,Casa,Dueño,,,3,2,1,0,,,0,,cb,dueno,cas,3,1-2,ne,ne,ne,ne,0,0,0,0,0,,,1.00
410,rld,2012,10,7,Sacaba,sacaba,pacata baja barrientos,Casa,Dueño,500,,4,,1,0,,,0,,sac,dueno,cas,4,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
411,rld,2012,10,7,Cochabamba,norte,,Casa,Dueño,,,,,,0,140000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
412,rld,2012,10,7,Cochabamba,sud,av petrolera,Casa,Dueño,,,,,,1,90000,,0,,cb,dueno,cas,NE,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
413,rld,2012,10,7,Cochabamba,sudeste,av guayacan cerca col benjamin,Casa,Dueño,,,,,,1,,,0,,cb,dueno,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
414,rld,2012,10,7,Cochabamba,sudeste,av siglo XX,Casa,Dueño,,,,,,1,88000,,0,,cb,dueno,cas,NE,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
415,rld,2012,10,7,Cochabamba,norte,mirador,Casa,Dueño,560,,,,,0,175000,,0,,cb,dueno,cas,NE,ne,ne,431-696,ne,130-194,1,0,1,1,0,,,1.00
416,rld,2012,10,7,Cochabamba,sud,av panamericana,Casa,Dueño,400,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
418,rld,2012,10,7,Colcapirhua,,av cap victor ustariz,Casa,Inmobiliaria,400,,,,,0,99000,,0,,colc,otro,cas,NE,ne,ne,301-430,ne,82-130,1,0,1,1,0,,,1.00
419,rld,2012,10,7,Sacaba,sacaba,cerca UDABOL,Casa,Inmobiliaria,385,,,,,0,97000,,0,,sac,otro,cas,NE,ne,ne,301-430,ne,82-130,1,0,1,1,0,,,1.00
420,rld,2012,10,7,Sacaba,sacaba,pacata,Casa,Inmobiliaria,805,,,,,0,170000,,0,,sac,otro,cas,NE,ne,ne,697-max,ne,130-194,1,0,1,1,0,,,1.00
421,rld,2012,10,7,Sacaba,sacaba,pacata alta,Casa,Inmobiliaria,,,,,,0,,,0,,sac,otro,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
422,rld,2012,10,7,Cochabamba,chimba,,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
423,rld,2012,10,7,Sacaba,sacaba,puntiti chico,Casa,Dueño,250,,5,,,0,76000,,0,,sac,dueno,cas,5+,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
425,rld,2012,10,7,Cochabamba,centro,av aroma exsiles,Casa,Dueño,,,,,,0,,,0,para hotel/residencial,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
426,rld,2012,10,7,Tiquipaya,tiquipaya,av ecologica acceso col aisb,Casa,Dueño,,,3,,1,0,139000,,0,,tiq,dueno,cas,3,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
429,rld,2012,10,7,Colcapirhua,quillacollo,av blanco galindo km 3 1/2,Casa,Dueño,,,,,,0,,,0,,colc,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
430,rld,2012,10,7,Cochabamba,norte,candelaria,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
431,rld,2012,10,7,Cochabamba,chimba,lado autoventa,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
432,rld,2012,10,7,Cochabamba,chilimarca,,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
433,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Dueño,,,,,,1,,,0,,cb,dueno,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
434,rld,2012,10,7,Quillacollo,quillacollo,barrio manaco,Casa,Dueño,,,,,,0,,,0,,qllo,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
436,rld,2012,10,7,Cochabamba,centro,psje san rafael entre colombia y ecuador,Casa,Dueño,290,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
437,rld,2012,10,7,Cochabamba,norte,av libertador,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
438,rld,2012,10,7,Colcapirhua,,barrio ferroviario,Casa,Dueño,,,6,,,1,,,0,,colc,dueno,cas,5+,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
439,rld,2012,10,7,Cochabamba,sud,av petrolera km 8,Casa,Dueño,,,,,,0,42000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
440,rld,2012,10,7,Quillacollo,quillacollo,av blanco galindo km 10 1/2,Casa,Dueño,295,,,,,0,80000,,0,,qllo,dueno,cas,NE,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
441,rld,2012,10,7,Sacaba,sacaba,circunvalacion y av sumay llajta,Casa,Dueño,3480,,3,2,1,0,145000,,0,,sac,dueno,cas,3,1-2,ne,697-max,ne,130-194,1,0,1,1,0,,,1.00
442,rld,2012,10,7,Sacaba,sacaba,km 7 guadalupe,Casa,Dueño,,,4,2,,1,,,0,,sac,dueno,cas,4,1-2,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
444,rld,2012,10,7,Cochabamba,sud,cerca base aerea,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
446,rld,2012,10,7,Cochabamba,centro,av 9 de abril,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
447,rld,2012,10,7,Quillacollo,quillacollo,av blanco galindo km 3 1/2,Casa,Dueño,,,,,,0,,,0,,qllo,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
448,rld,2012,10,7,Cochabamba,sud,calle manuripi entre republica y barrientos,Casa,Dueño,,,,,,0,260000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
449,rld,2012,10,7,Cochabamba,sud,,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
450,rld,2012,10,7,Cochabamba,norte,,Casa,Dueño,,,,,,1,,,0,,cb,dueno,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
451,rld,2012,10,7,Sacaba,sacaba,lado urb bella vista,Casa,Dueño,,,,,,0,,,0,,sac,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
452,rld,2012,10,7,Cochabamba,sud,tamborada barrio ferroviario,Casa,Dueño,,,,,,0,,,0,con financiamiento,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
453,rld,2012,10,7,Cochabamba,sud,loreto calle chapare,Casa,Dueño,400,,,,,0,,,0,acepta financiamiento,cb,dueno,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
454,rld,2012,10,7,Cochabamba,norte,av circunvalacion,Casa,Dueño,400,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
455,rld,2012,10,7,Tiquipaya,tiquipaya,peaje a tiquipaya,Casa,Dueño,773,,,,,0,,,0,,tiq,dueno,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
456,rld,2012,10,7,Cochabamba,norte,,Casa,Dueño,,,,,,0,79000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
458,rld,2012,10,7,Sacaba,sacaba,km 4 1/2,Casa,Dueño,,,,,,0,91000,,0,,sac,dueno,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
459,rld,2012,10,7,Sacaba,sacaba,quintanilla,Casa,Dueño,,,,,,0,110000,,0,,sac,dueno,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
460,rld,2012,10,7,Quillacollo,quillacollo,km 2 av blanco galindo,Casa,Dueño,,,,,,0,580000,,0,,qllo,dueno,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
461,rld,2012,10,7,Cochabamba,noroeste,parque excombatientes,Casa,Dueño,,,,,,0,280000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
462,rld,2012,10,7,Cochabamba,norte,temporal calle 11,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
463,rld,2012,10,7,Tiquipaya,tiquipaya,frente col tiquipaya,Casa,Dueño,,,,,,0,150000,,0,,tiq,dueno,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
464,rld,2012,10,7,Cochabamba,norte,av atahuallpa,Casa,Dueño,1200,700,6,,,0,,,0,,cb,dueno,cas,5+,ne,ne,697-max,273+,ne,1,1,0,0,0,,,1.00
465,rld,2012,10,7,Cochabamba,norte,urb san andres,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
466,rld,2012,10,7,Cochabamba,centro,calle la paz,Casa,Dueño,,,,,,2,,,0,casa como lote,cb,dueno,cas,NE,ne,no-nueva,ne,ne,ne,0,0,0,0,0,,,1.00
467,rld,2012,10,7,Cochabamba,centro,calle tumusla y ladislao cabrera,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
468,rld,2012,10,7,Cochabamba,norte,lomas de aranjuez,Casa,Dueño,,,3,,1,0,355000,,0,,cb,dueno,cas,3,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
469,rld,2012,10,7,Cochabamba,,seminario,Casa,Dueño,260,,3,,1,0,85000,,0,,cb,dueno,cas,3,ne,ne,144-300,ne,82-130,1,0,1,1,0,,,1.00
470,rld,2012,10,7,Cochabamba,sudeste,inmediaciones mercado campesino,Casa,Dueño,,,3,,,1,,,0,,cb,dueno,cas,3,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
471,rld,2012,10,7,Colcapirhua,colcapirhua,av cap victor ustariz km8,Casa,Dueño,,,3,,1,0,83000,,0,,colc,dueno,cas,3,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
472,rld,2012,10,7,Cochabamba,chiquicollo,,Casa,Dueño,,,4,,1,1,185000,,0,,cb,dueno,cas,4,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
473,rld,2012,10,7,Cochabamba,norte,cala cala,Casa,Inmobiliaria,374,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
474,rld,2012,10,7,Cochabamba,sarcobamba,,Casa,Inmobiliaria,,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
475,rld,2012,10,7,Cochabamba,centro,calle uruguay,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
476,rld,2012,10,7,Cochabamba,norte,av simon lopez y colquiri,Casa,Dueño,400,,,,,0,120000,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,82-130,1,0,1,1,0,,,1.00
478,rld,2012,10,7,Cochabamba,norte,recoleta,Casa,Inmobiliaria,,,,,,0,295000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
480,rld,2012,10,7,Cochabamba,norte,av beiging,Casa,Inmobiliaria,,,2,,,0,160000,,0,,cb,otro,cas,1-2,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
481,rld,2012,10,7,Cochabamba,temporal,av circunvalacion y semapa,Casa,Inmobiliaria,,,4,,,1,185000,,0,,cb,otro,cas,4,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
482,rld,2012,10,7,Cochabamba,centro,av ballivian,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
483,rld,2012,10,7,Cochabamba,sud,urb calicanto uspa uspa,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
485,rld,2012,10,7,Sacaba,sacaba,pacata,Casa,Dueño,336,,,,,0,94000,,0,,sac,dueno,cas,NE,ne,ne,301-430,ne,82-130,1,0,1,1,0,,,1.00
486,rld,2012,10,7,Cochabamba,norte,av villarroel y circunvalacion,Casa,Dueño,1100,,4,,,0,,,0,,cb,dueno,cas,4,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
487,rld,2012,10,7,Cochabamba,norte,plazuela quintanilla,Casa,Dueño,400,,,,,0,250000,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,194+,1,0,1,1,0,,,1.00
488,rld,2012,10,7,Cochabamba,norte,av america oeste y jaime mendosa,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
489,rld,2012,10,7,Cochabamba,norte,urb profesional,Casa en Urb.,Dueño,220,,,,,0,130000,,0,,cb,dueno,casurb,NE,ne,ne,144-300,ne,82-130,1,0,1,1,0,,,1.00
490,rld,2012,10,7,Cochabamba,norte,stadium,Casa,Dueño,486,,,,,2,,,0,casa como lote,cb,dueno,cas,NE,ne,no-nueva,431-696,ne,ne,1,0,0,0,0,,,1.00
491,rld,2012,10,7,Cochabamba,norte,alto queru queru,Casa,Dueño,,,,,,0,105000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
492,rld,2012,10,7,Cochabamba,sarcobamba,av villavicencio,Casa,Dueño,,,,,1,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
493,rld,2012,10,7,Cochabamba,norte,cala cala,Casa,Dueño,375,,,,,0,248000,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,194+,1,0,1,1,0,,,1.00
494,rld,2012,10,7,Cochabamba,norte,av melchor perez ycircunvalacion,Casa,Dueño,390,,4,,,0,185000,,0,,cb,dueno,cas,4,ne,ne,301-430,ne,130-194,1,0,1,1,0,,,1.00
495,rld,2012,10,7,Cochabamba,norte,av melchor perez ycircunvalacion,Casa,Dueño,390,,4,,,0,185000,1,0,apto para restaurant,cb,dueno,cas,4,ne,ne,301-430,ne,130-194,1,0,1,1,0,,,1.00
496,rld,2012,10,7,Cochabamba,norte,urb san andres,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
497,rld,2012,10,7,Vinto,vinto,camino antiguo 1 cuadra al sur,Casa,Inmobiliaria,250,,,,,0,30000,,0,,vin,otro,cas,NE,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
498,rld,2012,10,7,Vinto,vinto,av blanco galindo 3 cuadras al sur,Casa,Inmobiliaria,,,15,,,0,57000,,0,,vin,otro,cas,5+,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
499,rld,2012,10,7,Vinto,vinto,cerca mercado,Casa,Inmobiliaria,,,12,,,0,47000,,0,,vin,otro,cas,5+,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
500,rld,2012,10,7,Vinto,vinto,av blanco galindo,Casa,Inmobiliaria,,,10,,,0,70000,,0,,vin,otro,cas,5+,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
501,rld,2012,10,7,Vinto,vinto,av miguel mercado cerca col martin cardenas,Casa,Inmobiliaria,550,,,,,0,90000,,0,,vin,otro,cas,NE,ne,ne,431-696,ne,82-130,1,0,1,1,0,,,1.00
502,rld,2012,10,7,Quillacollo,quillacollo,km 15,Casa,Inmobiliaria,,,3,,,0,42000,,0,,qllo,otro,cas,3,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
503,rld,2012,10,7,Cochabamba,chimba,parque acuatico,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
504,rld,2012,10,7,Vinto,vinto,vinto chico,Casa,Dueño,2700,,,,,0,,,0,,vin,dueno,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
505,rld,2012,10,7,Quillacollo,quillacollo,cotapachi,Casa,Dueño,1000,,,,,0,,,0,,qllo,dueno,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
506,rld,2012,10,7,Quillacollo,bella vista,camino antiguo,Casa,Dueño,1300,,,,,1,,,0,,qllo,dueno,cas,NE,ne,nueva,697-max,ne,ne,1,0,0,0,0,,,1.00
507,rld,2012,10,7,Quillacollo,el paso,,Casa,Dueño,,,,5,,0,,,0,,qllo,dueno,cas,NE,3+,ne,ne,ne,ne,0,0,0,0,0,,,1.00
508,rld,2012,10,7,Tiquipaya,kanarrancho,,Casa,Dueño,277,,5,,,0,64000,,0,,tiq,dueno,cas,5+,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
509,rld,2012,10,7,Quillacollo,molle molle,,Casa,Dueño,250,,,,,0,47000,,0,,qllo,dueno,cas,NE,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
511,rld,2012,10,7,Cochabamba,norte,el mirador,Casa,Inmobiliaria,,,,,,0,270000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
512,rld,2012,10,7,Tiquipaya,tiquipaya,,Casa,Inmobiliaria,,,,,,0,790000,,0,,tiq,otro,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
513,rld,2012,10,7,Sacaba,sacaba,puntiti,Casa,Inmobiliaria,,,,,,0,120000,,0,,sac,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
514,rld,2012,10,7,Cochabamba,norte,sarco,Casa,Inmobiliaria,,,,,,0,340000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
515,rld,2012,10,7,Sacaba,sacaba,puntiti,Casa,Inmobiliaria,,,,,,0,910000,,0,,sac,otro,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
