id,digit,anio,mes,fecha,municipio,zona,calles,inmueble,oferta,sup lote,sup constr,dormitorios,banios,garaje,nueva,costo total,repetidos,especiales,observaciones,s_mun,s_ofer,s_inm,s_dorm,s_ban,s_neo,s_lot,s_const,S_PRECIO,SL,SC,PRECIO,PLOTE,PCONST,PCOMT,PLTMT,base
516,rld,2012,10,7,Sacaba,sacaba,urb amancayas,Casa en Urb.,Inmobiliaria,,,,,,0,130000,,0,,sac,otro,casurb,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
517,rld,2012,10,7,Cochabamba,noreste,sarcobamba,Casa,Inmobiliaria,,,,,,0,185000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
518,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Inmobiliaria,,,,,,0,185000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
520,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Inmobiliaria,,,,,,0,80000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
521,rld,2012,10,7,Cochabamba,norte,prox cala cala,Casa,Inmobiliaria,,,,,,0,225000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
522,rld,2012,10,7,Cochabamba,chimba,sobre avenida,Casa,Inmobiliaria,,,,,,0,125000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
523,rld,2012,10,7,Cochabamba,noreste,lomas de aranjuez,Casa,Inmobiliaria,,,,,,0,105000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
524,rld,2012,10,7,Cochabamba,sudoeste,av america,Casa,Inmobiliaria,,,,,,0,155000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
525,rld,2012,10,7,Cochabamba,norte,av medinacelli y juan de la rosa,Casa,Dueño,,,,,,0,162000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
526,rld,2012,10,7,Cochabamba,centro,a 1 1/2 cuadra de la plaza principal,Casa,Dueño,880,1200,,,,0,750000,,0,,cb,dueno,cas,NE,ne,ne,697-max,273+,194+,1,1,1,1,1,625,625,1.00
527,rld,2012,10,7,Cochabamba,centro,calle santivañes y tumusla,Casa,Dueño,200,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
528,rld,2012,10,7,Cochabamba,norte,plazuela quintanilla,Casa,Dueño,2000,380,,,,0,,,0,amoblada,cb,dueno,cas,NE,ne,ne,697-max,273+,ne,1,1,0,0,0,,,1.00
529,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Inmobiliaria,,,,,,0,77000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
530,rld,2012,10,7,Sacaba,sacaba,pacata,Casa,Inmobiliaria,,,,,,0,82000,,0,,sac,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
531,rld,2012,10,7,Cochabamba,norte,av atahuallpa,Casa,Inmobiliaria,,,,,,0,123000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
532,rld,2012,10,7,Cochabamba,norte,temporal,Casa en Urb.,Inmobiliaria,,,3,,,0,162000,,0,,cb,otro,casurb,3,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
533,rld,2012,10,7,Cochabamba,este,av america a pasos de sombrero de chola,Casa,Inmobiliaria,,,,,,0,232000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
535,rld,2012,10,7,Cochabamba,norte,av villarroel en esquina,Casa,Inmobiliaria,,,,,,0,598000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
536,rld,2012,10,7,Cochabamba,norte,av circunvalacion y av santa cruz,Casa,Dueño,435,,,,,0,320000,,0,,cb,dueno,cas,NE,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
537,rld,2012,10,7,Cochabamba,norte,temporal en condominio,Casa en Urb.,Inmobiliaria,240,,4,,,0,162000,,0,,cb,otro,casurb,4,ne,ne,144-300,ne,130-194,1,0,1,1,0,,,1.00
538,rld,2012,10,7,Cochabamba,norte,stadium,Casa,Inmobiliaria,350,,4,,,0,,,0,,cb,otro,cas,4,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
539,rld,2012,10,7,Cochabamba,norte,av melchor perez y simon lopez,Casa,Inmobiliaria,857,,5,,1,0,380000,,0,,cb,otro,cas,5+,ne,ne,697-max,ne,194+,1,0,1,1,0,,,1.00
540,rld,2012,10,7,Cochabamba,norte,urb el bosque I,Casa en Urb.,Inmobiliaria,1000,,,,,0,450000,,0,,cb,otro,casurb,NE,ne,ne,697-max,ne,194+,1,0,1,1,0,,,1.00
541,rld,2012,10,7,Cochabamba,chiquicollo,en condominio,Casa en Urb.,Inmobiliaria,,,4,,,0,190000,,0,,cb,otro,casurb,4,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
542,rld,2012,10,7,Sacaba,sacaba,cerca surtidor anita,Casa en Urb.,Inmobiliaria,,,3,,,0,120000,,0,,sac,otro,casurb,3,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
543,rld,2012,10,7,Sacaba,sacaba,km 3 arocagua,Casa,Dueño,1000,,4,,,0,230000,,0,,sac,dueno,cas,4,ne,ne,697-max,ne,194+,1,0,1,1,0,,,1.00
544,rld,2012,10,7,Cochabamba,norte,av villarroel,Casa,Inmobiliaria,700,600,5,,,0,600000,,0,,cb,otro,cas,5+,ne,ne,697-max,273+,194+,1,1,1,1,1,1000,1000,1.00
545,rld,2012,10,7,Cochabamba,norte,av villarroel,Casa,Inmobiliaria,500,,4,,1,0,495000,,0,,cb,otro,cas,4,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
546,rld,2012,10,7,Cochabamba,norte,inmediaciones templo guadalupe,Casa,Dueño,456,,,,1,0,200000,,0,,cb,dueno,cas,NE,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
547,rld,2012,10,7,Cochabamba,oeste,av america final oeste,Casa en Urb.,Dueño,,,,,,0,,,0,,cb,dueno,casurb,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
548,rld,2012,10,7,Cochabamba,norte,2da circunvalacion,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
551,rld,2012,10,7,Tiquipaya,tiquipaya,condominio,Casa en Urb.,Inmobiliaria,218,460,4,,,0,,,0,,tiq,otro,casurb,4,ne,ne,144-300,273+,ne,1,1,0,0,0,,,1.00
552,rld,2012,10,7,Cochabamba,oeste,av america oeste,Casa en Urb.,Inmobiliaria,,,,,1,0,,,0,,cb,otro,casurb,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
554,rld,2012,10,7,Tiquipaya,chilimarca,,Casa,Dueño,2000,,,,,0,370000,,0,,tiq,dueno,cas,NE,ne,ne,697-max,ne,194+,1,0,1,1,0,,,1.00
555,rld,2012,10,7,Cochabamba,temporal,calle eduardo plaza,Casa,Dueño,550,,,,,0,150000,,0,,cb,dueno,cas,NE,ne,ne,431-696,ne,130-194,1,0,1,1,0,,,1.00
556,rld,2012,10,7,Sacaba,sacaba,pacata baja,Casa,Dueño,370,,,,,0,125000,,0,,sac,dueno,cas,NE,ne,ne,301-430,ne,82-130,1,0,1,1,0,,,1.00
557,rld,2012,10,7,Cochabamba,chimba,frente surtidor cbba,Casa,Dueño,300,,,,,0,160000,,0,,cb,dueno,cas,NE,ne,ne,144-300,ne,130-194,1,0,1,1,0,,,1.00
558,rld,2012,10,7,Cochabamba,norte,av beiging y cap ustariz,Casa,Dueño,1460,,,,,2,511000,,0,,cb,dueno,cas,NE,ne,no-nueva,697-max,ne,194+,1,0,1,1,0,,,1.00
559,rld,2012,10,7,Cochabamba,noreste,av circunvalacion pedregal,Casa,Inmobiliaria,,,3,,,0,129000,,0,,cb,otro,cas,3,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
560,rld,2012,10,7,Cochabamba,norte,subida al mirador,Casa,Inmobiliaria,300,,5,,,0,188000,,0,,cb,otro,cas,5+,ne,ne,144-300,ne,130-194,1,0,1,1,0,,,1.00
561,rld,2012,10,7,Cochabamba,este,av circunvalacion este,Casa,Dueño,378,,,,,0,35000,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,11-82,1,0,1,1,0,,,1.00
562,rld,2012,10,7,Quillacollo,quillacollo,av blanco galindo km8 1/2,Casa,Dueño,300,,,,,0,75000,,0,,qllo,dueno,cas,NE,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
563,rld,2012,10,7,Colcapirhua,colcapirhua,av cap ustariz km 8 1/2,Casa,Inmobiliaria,221,,,,,1,45000,,0,en obra gruesa,colc,otro,cas,NE,ne,nueva,144-300,ne,11-82,1,0,1,1,0,,,1.00
564,rld,2012,10,7,Colcapirhua,colcapirhua,av cap ustariz km 7,Casa,Inmobiliaria,300,,,,,0,76000,,0,con 1ra loza,colc,otro,cas,NE,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
565,rld,2012,10,7,Quillacollo,quillacollo,av blanco galindo km7 1/2,Casa,Inmobiliaria,300,,,,,0,120000,,0,,qllo,otro,cas,NE,ne,ne,144-300,ne,82-130,1,0,1,1,0,,,1.00
566,rld,2012,10,7,Quillacollo,quillacollo,av blanco galindo km8,Casa,Inmobiliaria,400,,3,,1,0,145000,,0,,qllo,otro,cas,3,ne,ne,301-430,ne,130-194,1,0,1,1,0,,,1.00
567,rld,2012,10,7,Colcapirhua,colcapirhua,av cap ustariz km6,Casa,Inmobiliaria,215,,,,,0,55000,,0,,colc,otro,cas,NE,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
568,rld,2012,10,7,Colcapirhua,colcapirhua,av cap ustariz km6,Casa,Inmobiliaria,350,,,,,0,128000,,0,,colc,otro,cas,NE,ne,ne,301-430,ne,82-130,1,0,1,1,0,,,1.00
569,rld,2012,10,7,Tiquipaya,tiquipaya,condominio capriaella lado col tiquipaya,Casa en Urb.,Inmobiliaria,,,,,,0,160000,,0,,tiq,otro,casurb,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
570,rld,2012,10,7,Sacaba,sacaba,miraflores,Casa en Urb.,Inmobiliaria,,,,,,0,,,0,,sac,otro,casurb,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
571,rld,2012,10,7,Quillacollo,quillacollo,marquina,Casa en Urb.,Dueño,3000,,,,1,0,244000,,0,,qllo,dueno,casurb,NE,ne,ne,697-max,ne,194+,1,0,1,1,0,,,1.00
572,rld,2012,10,7,Cochabamba,este,av papa paulo,Casa,Inmobiliaria,,,4,,,0,,,0,,cb,otro,cas,4,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
573,rld,2012,10,7,Cochabamba,norte,plazuela cala cala,Casa,Inmobiliaria,,,4,,,0,246000,,0,,cb,otro,cas,4,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
574,rld,2012,10,7,Cochabamba,sudeste,alalay,Casa,Inmobiliaria,,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
575,rld,2012,10,7,Cochabamba,norte,av ramon rivero,Casa,Inmobiliaria,790,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
576,rld,2012,10,7,Cochabamba,norte,cerca semapa,Casa,Inmobiliaria,,,4,,,0,178000,,0,,cb,otro,cas,4,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
578,rld,2012,10,7,Cochabamba,norte,cerca instituto americano,Casa,Inmobiliaria,,,3,,,0,310000,,0,,cb,otro,cas,3,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
580,rld,2012,10,7,Sacaba,sacaba,pacata baja,Casa,Inmobiliaria,300,,,,,0,195000,,0,,sac,otro,cas,NE,ne,ne,144-300,ne,194+,1,0,1,1,0,,,1.00
581,rld,2012,10,7,Cochabamba,sud,av petrolera km4,Casa,Dueño,450,,,,,2,35000,,0,,cb,dueno,cas,NE,ne,no-nueva,431-696,ne,11-82,1,0,1,1,0,,,1.00
582,rld,2012,10,7,Cochabamba,norte,cerca templo guadalupe,Casa,Inmobiliaria,500,,,,1,0,120000,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,82-130,1,0,1,1,0,,,1.00
583,rld,2012,10,7,Quillacollo,quillacollo,av blanco galindo km8,Casa,Dueño,,,,,1,0,148000,,0,,qllo,dueno,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
584,rld,2012,10,7,Sacaba,sacaba,quintanilla,Casa,Dueño,,,,,,0,133000,,0,,sac,dueno,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
585,rld,2012,10,7,Cochabamba,norte,cerca templo guadalupe,Casa,Dueño,,,6,,,0,145000,,0,,cb,dueno,cas,5+,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
586,rld,2012,10,7,Quillacollo,quillacollo,av blanco galindo km7,Casa,Dueño,,,5,,,0,150000,,0,,qllo,dueno,cas,5+,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
587,rld,2012,10,7,Sacaba,sacaba,quintanilla,Casa,Dueño,300,,4,3,,0,220000,,0,,sac,dueno,cas,4,3+,ne,144-300,ne,194+,1,0,1,1,0,,,1.00
588,rld,2012,10,7,Sacaba,sacaba,pacata baja,Casa,Inmobiliaria,,,7,,,0,195000,,0,,sac,otro,cas,5+,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
589,rld,2012,10,7,Cochabamba,norte,av potosi,Casa,Inmobiliaria,,450,,,,0,,,0,,cb,otro,cas,NE,ne,ne,ne,273+,ne,0,1,0,0,0,,,1.00
590,rld,2012,10,7,Cochabamba,norte,av atahuallpa,Casa,Inmobiliaria,1166,,3,,,0,,,0,,cb,otro,cas,3,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
591,rld,2012,10,7,Cochabamba,norte,en condominio,Casa en Urb.,Inmobiliaria,290,,5,,,0,,,0,,cb,otro,casurb,5+,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
592,rld,2012,10,7,Sacaba,sacaba,urbanizacion km4,Casa en Urb.,Inmobiliaria,300,,5,,,0,125000,,0,,sac,otro,casurb,5+,ne,ne,144-300,ne,82-130,1,0,1,1,0,,,1.00
593,rld,2012,10,7,Cochabamba,norte,cond aranjuez,Casa en Urb.,Inmobiliaria,,,4,,,1,155000,,0,,cb,otro,casurb,4,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
594,rld,2012,10,7,Cochabamba,norte,cond mirador,Casa en Urb.,Inmobiliaria,,,3,,,1,133000,,0,,cb,otro,casurb,3,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
595,rld,2012,10,7,Cochabamba,sarco,en condominio,Casa en Urb.,Inmobiliaria,,,3,,,1,148000,,0,,cb,otro,casurb,3,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
596,rld,2012,10,7,Tiquipaya,tiquipaya,trojes condominio,Casa en Urb.,Inmobiliaria,,,3,,,1,138000,,0,,tiq,otro,casurb,3,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
597,rld,2012,10,7,Cochabamba,norte,alto aranjuez,Casa en Urb.,Inmobiliaria,,,3,,,1,122000,,0,,cb,otro,casurb,3,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
598,rld,2012,10,7,Cochabamba,norte,av beiging y circunvalacion,Casa,Inmobiliaria,,,4,,,1,100000,,0,en obra gruesa,cb,otro,cas,4,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
599,rld,2012,10,7,Cochabamba,norte,inm Super IC norte america,Casa,Inmobiliaria,1030,,,,,0,793100,,0,,cb,otro,cas,NE,ne,ne,697-max,ne,194+,1,0,1,1,0,,,1.00
600,rld,2012,10,7,Cochabamba,sud,av barrientos,Casa,Inmobiliaria,,,,,,0,670000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
601,rld,2012,10,7,Sacaba,sacaba,pacata baja,Casa,Inmobiliaria,,,,,,0,,,0,,sac,otro,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
602,rld,2012,10,7,Cochabamba,norte,av circunvalacion,Casa,Inmobiliaria,300,,,,,0,189000,,0,,cb,otro,cas,NE,ne,ne,144-300,ne,130-194,1,0,1,1,0,,,1.00
603,rld,2012,10,7,Cochabamba,norte,urb el bosque I,Casa en Urb.,Inmobiliaria,,,,,,1,,,0,,cb,otro,casurb,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
604,rld,2012,10,7,Cochabamba,norte,temporal cerca semapa,Casa,Inmobiliaria,961,,,,,0,268000,,0,,cb,otro,cas,NE,ne,ne,697-max,ne,194+,1,0,1,1,0,,,1.00
605,rld,2012,10,7,Cochabamba,norte,inm Super IC norte america,Casa,Inmobiliaria,600,,4,,,0,,,0,,cb,otro,cas,4,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
606,rld,2012,10,7,Tiquipaya,tiquipaya,centro urbano,Casa,Inmobiliaria,3900,,,,,0,445000,,0,,tiq,otro,cas,NE,ne,ne,697-max,ne,194+,1,0,1,1,0,,,1.00
607,rld,2012,10,7,Cochabamba,norte,mirador,Casa,Inmobiliaria,1095,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
608,rld,2012,10,7,Cochabamba,norte,av libertador inmediaciones,Casa,Inmobiliaria,,,,,,0,198000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
609,rld,2012,10,7,Cochabamba,norte,av dorbignig,Casa,Inmobiliaria,,,,,,0,123000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
610,rld,2012,10,7,Cochabamba,centro,calle ladislao cabrera,Casa,Inmobiliaria,,,5,,,1,328000,,0,,cb,otro,cas,5+,ne,nueva,ne,ne,194+,0,0,1,0,0,,,1.00
611,rld,2012,10,7,Cochabamba,norte,alto mirador urb fernandez,Casa en Urb.,Inmobiliaria,,,3,,,0,145000,,0,,cb,otro,casurb,3,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
612,rld,2012,10,7,Sacaba,sacaba,urb bella vista,Casa en Urb.,Inmobiliaria,,335,4,2,,1,165000,,0,,sac,otro,casurb,4,1-2,nueva,ne,273+,130-194,0,1,1,0,1,492.5373134,,1.00
613,rld,2012,10,7,Tiquipaya,linde,a 200 m de av ecologica,Casa,Inmobiliaria,438,,3,,,0,195000,,0,,tiq,otro,cas,3,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
614,rld,2012,10,7,Cochabamba,norte,cerca templo cala cala,Casa,Inmobiliaria,,,6,,,0,520000,,0,,cb,otro,cas,5+,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
615,rld,2012,10,7,Tiquipaya,tiquipaya,av reducto,Casa,Inmobiliaria,3150,800,,,,0,,,0,,tiq,otro,cas,NE,ne,ne,697-max,273+,ne,1,1,0,0,0,,,1.00
616,rld,2012,10,7,Tiquipaya,trojes,,Casa,Inmobiliaria,10000,1000,5,,,0,,,0,,tiq,otro,cas,5+,ne,ne,697-max,273+,ne,1,1,0,0,0,,,1.00
617,rld,2012,10,7,Cochabamba,norte,,Casa,Inmobiliaria,,,,,,0,65000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
618,rld,2012,10,7,Cochabamba,norte,av melchor perez,Casa,Inmobiliaria,,,,,,0,39000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
619,rld,2012,10,7,Quillacollo,quillacollo,av blanco galindo,Casa,Inmobiliaria,,,,,,0,58000,,0,,qllo,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
620,rld,2012,10,7,Sacaba,sacaba,av villazon,Casa,Inmobiliaria,,,,,,0,63000,,0,,sac,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
621,rld,2012,10,7,Tiquipaya,trojes,,Casa,Inmobiliaria,,,,,,0,65000,,0,,tiq,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
622,rld,2012,10,7,Sacaba,sacaba,puntiti,Casa,Inmobiliaria,,,,,,0,70000,,0,,sac,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
623,rld,2012,10,7,Cochabamba,este,av 9 de abril,Casa,Inmobiliaria,,,,,,0,70000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
624,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Inmobiliaria,,,,,,0,83000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
625,rld,2012,10,7,Sacaba,sacaba,pacata baja,Casa,Inmobiliaria,,,,,,0,93000,,0,,sac,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
626,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Inmobiliaria,,,,,,0,103000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
627,rld,2012,10,7,Cochabamba,chimba,,Casa,Inmobiliaria,,,,,,0,115000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
628,rld,2012,10,7,Tiquipaya,,av ecologica,Casa,Inmobiliaria,,,,,,0,150000,,0,,tiq,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
629,rld,2012,10,7,Cochabamba,cruce taquiña,,Casa,Inmobiliaria,,,,,,0,180000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
630,rld,2012,10,7,Cochabamba,norte,inm av beiging,Casa,Inmobiliaria,,,3,,1,0,198000,,0,,cb,otro,cas,3,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
631,rld,2012,10,7,Cochabamba,norte,queru queru,Casa,Inmobiliaria,,,4,,1,0,197000,,0,,cb,otro,cas,4,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
632,rld,2012,10,7,Cochabamba,norte,aranjuez,Casa,Inmobiliaria,,,3,,1,0,12000,,0,,cb,otro,cas,3,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
633,rld,2012,10,7,Sacaba,sacaba,puntiti,Casa,Inmobiliaria,444,,4,,1,0,125000,,0,,sac,otro,cas,4,ne,ne,431-696,ne,82-130,1,0,1,1,0,,,1.00
634,rld,2012,10,7,Cochabamba,norte,mirador,Casa,Inmobiliaria,,,4,,1,0,270000,,0,,cb,otro,cas,4,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
635,rld,2012,10,7,Cochabamba,norte,sobre avenida juan de la rosa,Casa,Inmobiliaria,,,5,,1,0,265000,,0,,cb,otro,cas,5+,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
636,rld,2012,10,7,Sacaba,,urb vaticano,Casa en Urb.,Inmobiliaria,,,4,,1,0,160000,,0,,sac,otro,casurb,4,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
637,rld,2012,10,7,Cochabamba,norte,inm av circunvalacion,Casa,Inmobiliaria,,,3,,1,0,169000,,0,,cb,otro,cas,3,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
638,rld,2012,10,7,Cochabamba,norte,cala cala,Casa,Inmobiliaria,,,4,,1,1,185000,,0,,cb,otro,cas,4,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
639,rld,2012,10,7,Cochabamba,sarco,,Casa,Inmobiliaria,,,4,,1,1,230000,,0,,cb,otro,cas,4,ne,nueva,ne,ne,194+,0,0,1,0,0,,,1.00
640,rld,2012,10,7,Cochabamba,norte,prox lomas de aranjuez,Casa,Inmobiliaria,,,6,,1,0,120000,,0,,cb,otro,cas,5+,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
641,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Inmobiliaria,,,4,,1,0,198000,,0,,cb,otro,cas,4,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
642,rld,2012,10,7,Cochabamba,norte,plaza 4 de noviembre,Casa,Inmobiliaria,,,6,,1,0,230000,,0,,cb,otro,cas,5+,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
643,rld,2012,10,7,Sacaba,sacaba,pacata,Casa,Inmobiliaria,,,4,,1,0,113000,,0,,sac,otro,cas,4,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
644,rld,2012,10,7,Cochabamba,norte,av simon lopez cerca mcdo 10 de febrero,Casa,Dueño,172,,3,,,0,70000,,0,,cb,dueno,cas,3,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
645,rld,2012,10,7,Sacaba,sacaba,km6,Casa,Dueño,265,,5,,,1,85000,,0,,sac,dueno,cas,5+,ne,nueva,144-300,ne,82-130,1,0,1,1,0,,,1.00
646,rld,2012,10,7,Cochabamba,norte,av gabriel rene moreno y america,Casa,Dueño,457,,4,,,0,295000,,0,,cb,dueno,cas,4,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
647,rld,2012,10,7,Cochabamba,norte,temporal,Casa en Urb.,Dueño,,,3,,,0,125000,,0,,cb,dueno,casurb,3,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
648,rld,2012,10,7,Cochabamba,centro,av aroma,Casa,Inmobiliaria,420,,,,,0,650000,,0,,cb,otro,cas,NE,ne,ne,301-430,ne,194+,1,0,1,1,0,,,1.00
649,rld,2012,10,7,Cochabamba,centro,prox plaza principal,Casa,Inmobiliaria,1180,,,,,2,850000,,0,,cb,otro,cas,NE,ne,no-nueva,697-max,ne,194+,1,0,1,1,0,,,1.00
650,rld,2012,10,7,Cochabamba,centro,av 25 de mayo,Casa,Inmobiliaria,880,,,,,0,900000,,0,,cb,otro,cas,NE,ne,ne,697-max,ne,194+,1,0,1,1,0,,,1.00
651,rld,2012,10,7,Cochabamba,este,prox templo mormon,Casa,Inmobiliaria,,,3,,,0,148000,,0,,cb,otro,cas,3,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
652,rld,2012,10,7,Cochabamba,chimba,prox prosalud,Casa,Inmobiliaria,275,,,,,2,110000,,0,,cb,otro,cas,NE,ne,no-nueva,144-300,ne,82-130,1,0,1,1,0,,,1.00
653,rld,2012,10,7,Colcapirhua,colcapirhua,santa rosa km 7,Casa,Inmobiliaria,,,3,,,1,160000,,0,,colc,otro,cas,3,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
654,rld,2012,10,7,Cochabamba,norte,av circunvalacion y beiging,Casa,Inmobiliaria,,,3,,,0,170000,,0,,cb,otro,cas,3,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
655,rld,2012,10,7,Cochabamba,norte,lomas de aranjuez,Casa en Urb.,Inmobiliaria,,,3,,1,0,180000,,0,,cb,otro,casurb,3,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
